V2,V7,V8,V9,V10,gid,project,psid,PID,K2,wave,gc,term,lang,hilow,incent,Q_Language,cguess,Q_TotalDuration,med,Q19_1,D1,D2,D3,Q1,Q2,Q8,Q5,Q6,Q7,Q9,Quiz.1.Correct,Quiz.2.Correct,Quiz.3.Correct,Quiz.4.Correct,Quiz.5.Correct,Quiz.6.Correct,Q10_1,Q12,Q18_1,Q13,Q14,Q15#1_1,Q15#1_2,Q15#1_3,Q15#1_4,Q15#1_5,Q15#1_6,Q15#1_7,Q15#1_8,Q15#1_9,Q15#1_10,Q15#1_11,Q15#1_12,Q15#1_13,Q15#1_14,Q15#1_15,Q16,Q22,Q23,Q24,Q27,Q29,Q28,Q31,Q29,Q30,Q32_1,Q32_2,Q32_3,Q32_4,DO-BR-FL_180,DO-BR-FL_169,DO-BR-FL_183,DO-BR-FL_23,DO-BR-FL_186,DO-BR-FL_31,DO-BR-FL_189,DO-BR-FL_47,DO-BR-FL_192,DO-BR-FL_43,DO-BR-FL_195,DO-BR-FL_39,DO-BR-FL_198,DO-BR-FL_35,DO-BR-FL_19,DO-BR-FL_8,DO-BR-FL_263,DO-BR-FL_254,DO-BR-FL_236,DO-BR-FL_227,DO-BR-FL_160,DO-BR-FL_150,DO-BR-FL_130,DO-BR-FL_120,DO-BR-FL_100,DO-BR-FL_89,DO-Q-Q15,LocationAccuracy
Default Response Set,0,07/09/2015 01:15,07/09/2015 01:17,1,KR200164,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 01:18,07/09/2015 01:18,1,AR200196,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,ES,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 01:21,07/09/2015 01:21,1,KR200165,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 01:21,07/09/2015 01:21,1,KR200166,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 01:26,07/09/2015 01:26,1,AR200197,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,ES,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 01:23,07/09/2015 01:30,1,KR200167,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,yes,KO,덴마크,454,{유효하지 않은 수식},1,2,5,139,1,쇼팽,모름,모름,모름,4,모름,0,0,0,0,0,0,1,1,1,1,1,4,5,4,2,2,4,4,2,4,4,4,4,4,4,4,50,1,대한민국,2,4,1,2005000,4,7,1,2,2,2,2,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_20,,,,,FL_233,,,,,,,10|2|14|8|11|3|4|1|5|12|9|15|6|13|7,-1
Default Response Set,0,07/09/2015 01:34,07/09/2015 01:35,1,UK200210,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 01:37,07/09/2015 01:37,1,UK200212,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 01:35,07/09/2015 01:39,1,KR200169,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,no,KO,인도,219,{유효하지 않은 수식},1,2,5,139,1,쇼팡,모름,모름,모름,모름,모름,0,0,0,0,0,0,1,1,1,1,1,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,50,,대한민국,3,1,1,0,4,1,2,2,2,2,2,,,FL_184,Quiz|Coin flip,,,,,,,,,,,FL_21,,,,,FL_228,,,,,,,10|2|9|1|11|13|6|15|5|8|7|12|3|4|14,-1
Default Response Set,0,07/09/2015 01:34,07/09/2015 01:39,1,UK200209,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,South Africa,345,{Invalid Expression},1,1,3,183,1,Ludwig Beethoven,Stefani,dave grohi,1862,3,indianna,1,1,1,1,1,0,1,1,1,1,2,4,4,2,3,4,4,4,4,4,4,4,4,4,2,4,69,,british,3,3,1,1500,4,1,1,2,2,1,2,,,,,FL_188,Coin flip|Quiz,,,,,,,,,FL_21,FL_15,,,,,,,,,,,4|12|11|15|9|2|14|10|13|5|7|3|8|6|1,-1
Default Response Set,0,07/09/2015 01:32,07/09/2015 01:41,1,IN200158,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Portugal,512,{Invalid Expression},1,2,4,78,1,gothe,do not know,do not know,do not know,three,new jersy,0,0,0,0,1,0,1,1,1,1,2,4,4,4,3,3,2,2,4,4,4,3,4,4,3,4,59,1,indian,1,2,3,175000,1,7,2,2,2,2,1,FL_181,Quiz|Coin flip,,,,,,,,,,,,,FL_20,FL_12,,,,,,,,,,,7|9|6|13|14|15|8|5|1|4|2|11|12|10|3,-1
Default Response Set,0,07/09/2015 01:42,07/09/2015 01:42,1,KR200173,Qual12-1114CountriesUKUS,,,,2,2,country,BR,,,KO,,32,,1,2,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 01:36,07/09/2015 01:44,1,KR200171,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,yes,KO,인도,484,{유효하지 않은 수식},1,1,6,139,1,베토벤,Stefani Joanne Angelina Germanotta,,1862,3,게리시 인디애나,1,1,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,60,1,대한민국,1,2,3,4000000,2,7,1,2,2,2,2,,,FL_185,Coin flip|Quiz,,,,,,,,,,,FL_20,,,,,FL_228,,,,,,,4|9|10|15|6|13|14|1|12|7|5|11|3|8|2,-1
Default Response Set,0,07/09/2015 01:36,07/09/2015 01:44,1,UK200213,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,Argentina,503,{Invalid Expression},1,1,4,183,1,Beethoven,Stefani,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,4,3,3,1,3,3,2,90,1,Scottish,3,2,4,£2500,3,7,2,2,2,1,2,,,,,FL_188,Quiz|Coin flip,,,,,,,,,FL_20,FL_13,,,,,,,,,,,6|11|10|12|7|15|1|3|13|9|8|2|4|5|14,-1
Default Response Set,0,07/09/2015 01:43,07/09/2015 01:47,1,KR200174,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,no,KO,아르헨티나,250,{유효하지 않은 수식},1,2,5,139,1,모름,모름,모름,모름,모름,모름,0,0,0,0,0,0,1,1,1,1,1,4,4,2,2,2,2,4,4,4,4,4,4,4,4,3,80,,한국,3,2,4,1500000,3,7,1,2,2,1,2,,,FL_184,Quiz|Coin flip,,,,,,,,,,,FL_21,,,,,FL_232,,,,,,,2|8|7|11|9|12|1|13|14|5|15|6|3|4|10,-1
Default Response Set,0,07/09/2015 01:36,07/09/2015 01:48,1,UK200211,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,India,748,{Invalid Expression},1,1,4,183,1,ludwig van beethoven,stefani,dan peters,1862,3,"indiana,united state",1,1,1,1,1,0,1,1,1,1,1,4,4,3,4,4,4,4,4,4,4,4,4,3,4,2,90,1,british,1,4,3,3500,2,3,2,2,2,1,2,,,,,FL_188,Coin flip|Quiz,,,,,,,,,FL_20,FL_10,,,,,,,,,,,3|9|15|13|14|6|8|1|7|10|4|5|12|11|2,-1
Default Response Set,0,07/09/2015 01:47,07/09/2015 01:51,1,KR200176,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,no,KO,대한민국,245,{유효하지 않은 수식},1,1,5,139,1,모름,모름,모름,모름,모름,모름,0,0,0,0,0,0,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,,대한만국,3,1,1,20000,4,7,2,2,2,2,2,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_229,,,,,,,3|6|10|15|12|5|13|4|14|7|9|1|11|2|8,-1
Default Response Set,0,07/09/2015 01:44,07/09/2015 01:51,1,UK200217,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,South Africa,459,{Invalid Expression},1,1,3,183,1,Don't know,Stefani germanotta,Dave grohl,1965,5,Michigan,0,1,1,0,0,0,1,1,1,1,1,4,4,3,2,3,5,5,4,4,4,5,3,5,4,3,45,,British,2,1,1,1000,3,7,2,1,2,2,2,,,,,FL_188,Coin flip|Quiz,,,,,,,,,FL_21,FL_15,,,,,,,,,,,4|3|11|9|12|15|6|7|5|13|8|2|14|1|10,-1
Default Response Set,0,07/09/2015 01:40,07/09/2015 01:53,1,UK200216,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Argentina,787,{Invalid Expression},1,1,4,183,1,ludwig van beetvovan,stefani joanne angelina  germanotta,dale crover,1862,6,indina usa,0,1,1,1,0,0,1,1,1,1,1,3,4,1,2,5,3,2,5,4,1,4,5,5,3,2,55,1,british,1,1,1,1000,1,2,1,1,1,1,2,,,,,FL_187,Coin flip|Quiz,,,,,,,,,FL_20,FL_13,,,,,,,,,,,3|10|15|7|6|2|5|13|8|12|9|11|14|1|4,-1
Default Response Set,0,07/09/2015 01:46,07/09/2015 01:54,1,UK200220,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Portugal,508,{Invalid Expression},1,1,3,183,1,Ludwig van Beethoven,Stefani,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,4,5,3,3,4,2,4,5,2,2,50,,English,3,2,2,1000,4,5,2,2,2,2,2,,,,,FL_187,Coin flip|Quiz,,,,,,,,,FL_21,FL_12,,,,,,,,,,,12|14|4|5|7|13|15|9|2|10|11|8|6|1|3,-1
Default Response Set,0,07/09/2015 01:44,07/09/2015 01:56,1,UK200218,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,United Kingdom of Great Britain and Northern Ireland,727,{Invalid Expression},1,1,3,183,1,Ludwig van Beethoven's,Stefani,Aaron Burckhard,1862,3," Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,3,4,4,4,3,4,4,4,4,4,3,85,1,"WHITE, BRITISH",2,1,1,983,2,1,2,2,2,2,2,,,,,FL_187,Quiz|Coin flip,,,,,,,,,FL_20,FL_9,,,,,,,,,,,6|7|2|1|3|11|9|8|5|14|12|13|4|10|15,-1
Default Response Set,0,07/09/2015 01:46,07/09/2015 02:00,1,UK200221,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,Republic of Korea,841,{Invalid Expression},1,1,3,183,1,DONT KNOW,Stefani Joanne Angelina Germanotta,DAVE GROHL,1982,3,GARY,0,1,1,0,1,1,1,1,1,1,1,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,55,1,BRITISH,1,1,2,40000,2,7,2,2,1,1,1,,,,,FL_188,Quiz|Coin flip,,,,,,,,,FL_20,FL_11,,,,,,,,,,,11|3|12|2|9|4|13|7|5|10|8|14|6|15|1,-1
Default Response Set,0,07/09/2015 02:00,07/09/2015 02:01,1,AR200201,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,ES,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 01:45,07/09/2015 02:01,1,KR200175,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,yes,KO,남아프리카,993,{유효하지 않은 수식},1,1,6,139,1,베토벤,스테피나 조앤 안젤리나,데이브 그롤,1862년,3개,인디애나주 개리,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,60,1,대한민국,2,5,3,2000000,2,7,1,1,1,1,1,,,FL_185,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_234,,,,,,,5|13|10|15|8|4|7|1|11|2|3|9|6|12|14,-1
Default Response Set,0,07/09/2015 01:46,07/09/2015 02:01,1,AR200199,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,no,ES,Argentina,894,{Expresión no válida},1,2,6,7,1,Beethoven,Stefani Angelina Germanotta,Dave Grahl,En Francia,tres válvulas,Los  Angeles,1,1,0,0,1,0,1,1,1,1,2,4,4,2,3,3,2,2,4,4,4,4,4,4,4,4,80,,Argentina,2,4,4,25,2,7,2,2,2,1,2,,,,,,,,,FL_194,Quiz|Coin flip,,,,,FL_21,,,FL_259,,,,,,,,,5|7|11|9|15|4|1|10|14|8|12|13|6|3|2,-1
Default Response Set,0,07/09/2015 02:02,07/09/2015 02:02,1,KR200179,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 01:57,07/09/2015 02:04,1,UK200222,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Denmark,429,{Invalid Expression},1,1,4,183,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,5,2,3,4,4,4,4,4,4,4,4,4,3,100,,British,3,1,1,19999,4,7,1,2,2,2,2,,,,,FL_188,Quiz|Coin flip,,,,,,,,,FL_21,FL_14,,,,,,,,,,,2|11|7|5|4|13|14|1|15|3|8|9|12|10|6,-1
Default Response Set,0,07/09/2015 01:56,07/09/2015 02:08,1,KR200177,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,yes,KO,덴마크,736,{유효하지 않은 수식},1,2,6,139,1,베토벤,모름,모름,1862년,없음,인디애나주 개리,1,0,0,1,0,1,1,1,1,1,1,4,4,4,2,2,4,4,4,4,4,4,4,4,3,3,50,1,대한민국,1,2,3,4600,1,7,2,2,2,1,2,,,FL_185,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_233,,,,,,,8|11|10|9|6|12|3|14|2|4|15|13|7|5|1,-1
Default Response Set,0,07/09/2015 02:10,07/09/2015 02:10,1,KR200181,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 02:10,07/09/2015 02:10,1,KR200182,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 02:16,07/09/2015 02:16,1,DK200223,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,DA,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 02:17,07/09/2015 02:18,1,IN200159,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 02:18,07/09/2015 02:24,1,AR200204,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,no,ES,India,371,{Expresión no válida},1,2,6,7,1,Beethoven,no se,no se,año 1885,4,no se,1,0,0,0,0,0,1,1,1,1,1,3,4,4,1,2,2,4,3,4,4,2,4,4,4,3,50,,argentina,2,2,5,20000,2,7,2,2,2,2,2,,,,,,,,,FL_193,Quiz|Coin flip,,,,,FL_21,,,FL_255,,,,,,,,,7|14|4|15|8|3|12|6|9|10|2|11|13|1|5,-1
Default Response Set,0,07/09/2015 02:22,07/09/2015 02:30,1,ZA200153,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,South Africa,432,{Invalid Expression},1,1,2,160,1,,Stefani Germanota,kurt cobain,,3,New York,0,1,0,0,1,0,1,1,1,1,2,4,4,2,2,4,4,4,4,4,4,3,4,4,3,4,90,1,south african,1,1,1,0,1,7,2,2,2,1,2,,,,,,,,,,,,,FL_200,Coin flip|Quiz,FL_20,FL_15,,,,,,,,,,,11|15|3|12|1|6|14|2|13|5|9|7|4|10|8,-1
Default Response Set,0,07/09/2015 02:34,07/09/2015 02:35,1,KR200186,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 02:37,07/09/2015 02:37,1,KR200187,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 02:33,07/09/2015 02:38,1,UK200224,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,India,260,{Invalid Expression},1,1,4,183,1,no idea,no idea,dave grohl,1782,5,"gary, indiana",0,0,1,0,0,1,1,1,1,1,1,2,2,1,2,3,3,2,3,2,3,2,2,3,2,2,70,,British,3,1,1,4800,4,7,1,2,2,1,2,,,,,FL_188,Coin flip|Quiz,,,,,,,,,FL_21,FL_10,,,,,,,,,,,12|4|15|3|6|1|2|7|11|14|9|8|13|10|5,-1
Default Response Set,0,07/09/2015 02:42,07/09/2015 02:43,1,KR200190,Qual12-1114CountriesUKUS,,,,2,2,country,,,,KO,,30,,1,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 02:32,07/09/2015 02:43,1,UK200223,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Portugal,707,{Invalid Expression},1,1,4,183,1,beethoven,stefani,dave grohl,1862,3,gary indiana,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,90,1,British,2,2,2,2900,2,7,1,2,2,2,2,,,,,FL_187,Quiz|Coin flip,,,,,,,,,FL_20,FL_12,,,,,,,,,,,9|14|10|4|15|13|11|7|8|1|5|12|2|6|3,-1
Default Response Set,0,07/09/2015 02:46,07/09/2015 02:46,1,KR200192,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 02:39,07/09/2015 02:47,1,KR200188,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,yes,KO,영국과 북 아일랜드의 영국,518,{유효하지 않은 수식},1,1,6,139,1,베토벤,모름,모름,1862년,3,모름,1,0,0,1,1,0,1,1,1,1,1,3,3,4,3,2,3,4,4,4,4,3,3,4,4,4,60,1,대한민국,2,2,2,5000000,3,7,2,2,2,1,2,,,FL_185,Coin flip|Quiz,,,,,,,,,,,FL_20,,,,,FL_230,,,,,,,9|1|7|13|8|10|6|2|12|5|15|11|3|14|4,-1
Default Response Set,0,07/09/2015 02:51,07/09/2015 02:51,1,IN200162,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 02:40,07/09/2015 02:58,1,AR200205,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,no,ES,República de Corea,1134,{Expresión no válida},1,2,2,7,1,Beethoven,Stefani,Dave Grohl,1862,6,"Gary, Indiana",1,1,1,1,0,1,1,1,1,1,1,4,4,2,1,2,4,1,4,3,2,3,2,4,2,3,90,,Argentina,3,1,1,600,4,8,1,2,2,2,2,,,,,,,,,FL_193,Quiz|Coin flip,,,,,FL_21,,,FL_256,,,,,,,,,8|5|1|11|13|15|3|6|14|4|12|9|7|10|2,-1
Default Response Set,0,07/09/2015 02:50,07/09/2015 02:59,1,AR200206,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,yes,ES,Reino Unido de Gran Bretaña e Irlanda del Norte,561,{Expresión no válida},1,2,2,7,1,bethoben,,,,,,1,0,0,0,0,0,1,1,1,1,1,3,5,2,2,3,,1,3,4,2,2,3,4,2,2,25,1,argentina,3,2,2,,4,8,2,2,2,1,2,,,,,,,,,FL_194,Quiz|Coin flip,,,,,FL_20,,,FL_257,,,,,,,,,3|8|1|14|9|11|5|6|2|15|7|10|4|13|12,-1
Default Response Set,0,07/09/2015 03:01,07/09/2015 03:01,1,KR200194,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 03:03,07/09/2015 03:13,1,IN200165,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,Republic of Korea,596,{Invalid Expression},1,2,5,78,1,Ludwig van beethoven,Stefani Joanne Angelina,Dave foster,1862,15,,1,1,0,1,0,0,1,1,1,1,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,50,1,Indian,1,2,3,50000,1,7,2,2,2,2,2,FL_182,Quiz|Coin flip,,,,,,,,,,,,,FL_20,FL_11,,,,,,,,,,,12|3|1|14|13|10|7|4|6|2|11|8|9|15|5,-1
Default Response Set,0,07/09/2015 03:07,07/09/2015 03:13,1,KR200195,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,no,KO,아르헨티나,356,{유효하지 않은 수식},1,1,6,139,1,,,,,,,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,45,,대한민국,2,2,4,700만원,2,7,1,2,2,2,2,,,FL_185,Quiz|Coin flip,,,,,,,,,,,FL_21,,,,,FL_232,,,,,,,14|12|3|1|15|8|10|7|13|11|9|5|6|4|2,-1
Default Response Set,0,07/09/2015 03:13,07/09/2015 03:15,1,KR200198,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 03:14,07/09/2015 03:21,1,KR200199,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,yes,KO,인도,476,{유효하지 않은 수식},1,2,6,139,1,베토벤,Stefani Joanne Angelina Germanotta,채드 채닝,1862,3,인디아나주 게리,1,1,0,1,1,1,1,1,1,1,1,3,4,4,2,2,4,4,3,3,4,3,4,4,2,2,50,1,대한민국,3,2,4,3000000,4,1,2,2,2,2,2,,,FL_184,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_228,,,,,,,15|2|13|10|5|4|14|1|8|7|12|6|9|11|3,-1
Default Response Set,0,07/09/2015 03:12,07/09/2015 03:25,1,IN200167,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Denmark,773,{Invalid Expression},1,2,6,78,1,Ludwig beethoven,Stefani,Dave,1862,Don't  know,Gary,1,1,0,1,0,1,1,1,1,1,1,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,60,,Indian,1,2,4,40000,1,7,1,2,2,2,2,FL_181,Coin flip|Quiz,,,,,,,,,,,,,FL_21,FL_14,,,,,,,,,,,6|8|10|11|13|1|2|14|9|3|4|12|15|7|5,-1
Default Response Set,0,07/09/2015 03:20,07/09/2015 03:28,1,AR200207,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,yes,ES,Portugal,512,{Expresión no válida},1,1,6,7,1,no se,no se,no se,no se,no se,no se,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,1,4,4,4,5,4,4,4,5,1,Argentina,2,2,4,9000,2,2,1,2,2,2,2,,,,,,,,,FL_193,Quiz|Coin flip,,,,,FL_20,,,FL_258,,,,,,,,,12|2|10|13|4|3|7|14|8|5|9|11|1|15|6,-1
Default Response Set,0,07/09/2015 03:35,07/09/2015 03:36,1,KR200202,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 04:09,07/09/2015 04:14,1,KR200208,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,no,KO,포르투갈,337,{유효하지 않은 수식},1,2,6,139,1,,,,,,,0,0,0,0,0,0,1,1,1,1,1,2,3,4,2,2,3,3,3,3,3,2,2,2,3,3,60,,대한민국,3,4,4,1000000,4,1,2,2,2,2,2,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_231,,,,,,,10|9|6|12|4|8|5|1|13|11|2|14|3|7|15,-1
Default Response Set,0,07/09/2015 04:21,07/09/2015 04:21,1,KR200210,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 04:27,07/09/2015 04:27,1,KR200213,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 04:28,07/09/2015 04:28,1,KR200214,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 04:29,07/09/2015 04:29,1,KR200215,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
